ID,SKU,OLD NAME,NEW NAME,Short description,Weight (lbs),Regular price,Brands,Attribute 1 name,Brand,Attribute 1 visible,Attribute 1 global,Attribute 2 name,Product Type,Attribute 2 visible,Attribute 2 global,Attribute 3 name,Model,Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s)
22761,024-001-0167,024-001-0167,RKC KPM9368200020 Thermo Couple,-,1,,RKC,Brand,RKC,1,1,Product Type,Thermo Couple,1,1,Model,KPM9368200020,1,1,Location,2013C6_LC1
8137,031-002-0017,031-002-0017,Delta VFD007S43B Variable Frequency Drive,-,4,,Delta,Brand,Delta,1,1,Product Type,Variable Frequency Drive,1,1,Model,VFD007S43B,1,1,Location,2013C8_LC5
8155,036-017-0129,036-017-0129,Nordson 629063 Multi-Tube,-,1,,Nordson,Brand,Nordson,1,1,Product Type,Multi-Tube,1,1,Model,629063,1,1,Location,2013c8_LC3
11258,039-003-0536,039-003-0536,SMC MHC2-20D Gripper,-,3,,SMC,Brand,SMC,1,1,Product Type,Gripper,1,1,Model,MHC2-20D,1,1,Location,2013c9_LC4
11215,039-003-0611,039-003-0611,SMC CDA240400 Cylinder,-,8,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,CDA240400,1,1,Location,2013c9_LC2
11252,039-003-0654,039-003-0654,SMC MCN232X300LAM Cylinder,-,4,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,MCN232X300LAM,1,1,Location,2013c9_LC2
11251,039-003-0656,039-003-0656,SMC MCN232X300LA Cylinder,-,3,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,MCN232X300LA,1,1,Location,2013c9_LC3
8129,039-003-0767,039-003-0767,CKD SCA2W0063B20R03DB20 Cylinder,-,11,,CKD,Brand,CKD,1,1,Product Type,Cylinder,1,1,Model,SCA2W0063B20R03DB20,1,1,Location,2013C8_LC4
8160,039-003-0824,039-003-0824,SMC CHD2F40B50DCH255CH Cylinder,-,11,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,CHD2F40B50DCH255CH,1,1,Location,2013c8_LC3
11268,039-003-0872,039-003-0872,SMC MYX32245LE73AL Cylinder,-,13,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,MYX32245LE73AL,1,1,Location,2013c9_LC3
8112,039-003-0954,039-003-0954,SMC CDM2RA32170 Cylinder,-,3,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,CDM2RA32170,1,1,Location,2013c9_LC6
8143,039-003-0965,039-003-0965,SMC CQ2 Cylinder,-,3,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,CQ2,1,1,Location,2013c9_LC6
8120,039-003-1194,039-003-1194,CKD SSDL5050 Cylinder,-,3,,CKD,Brand,CKD,1,1,Product Type,Cylinder,1,1,Model,SSDL5050,1,1,Location,2013c9_LC6
11194,039-003-1195,039-003-1195,CKD SCA2CA50B300 Cylinder,-,8,,CKD,Brand,CKD,1,1,Product Type,Cylinder,1,1,Model,SCA2CA50B300,1,1,Location,2013c9_LC2
8118,039-003-1209,039-003-1209,SMC RSDQA4030D Cylinder,-,3,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,RSDQA4030D,1,1,Location,2013c9_LC6
11254,039-003-1596,039-003-1596,SMC MDBB80125J59L Cylinder,-,10,,SMC,Brand,SMC,1,1,Product Type,Cylinder,1,1,Model,MDBB80125J59L,1,1,Location,2013c9_LC1
45120,027-002-0113,081.00034.00,- - -,-,,,,Brand,-,1,1,Product Type,-,1,1,Model,-,1,1,Location,2013C8_LC6
45121,035-260-0015,165199 Feed Wheel,- 165199 Feed Wheel,-,,,,Brand,-,1,1,Product Type,Feed Wheel,1,1,Model,165199,1,1,Location,2013C8_LC6
11190,205-005-0036,205-005-0036,#REF!,-,2,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Module,1,1,Model,1746IB16,1,1,Location,2013c10_LC3
4679,205-005-0319,205-005-0319,Mitsubishi A1SY40 PLC,-,2,,Mitsubishi,Brand,Mitsubishi,1,1,Product Type,PLC,1,1,Model,A1SY40,1,1,Location,2013C4_LC1
11951,205-025-0029,205-025-0029,Allen-Bradley 2711B6C1 HMI,-,10,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,HMI,1,1,Model,2711B6C1,1,1,Location,2013c5_LC1
8138,222-009-0073,222-009-0073,Allen-Bradley 500FLBOD93 Contactor,-,6,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Contactor,1,1,Model,500FLBOD93,1,1,Location,2013c8_LC3
45195,036-360-0009,35-27,- - Blade,-,,,,Brand,-,1,1,Product Type,Blade,1,1,Model,-,1,1,Location,2013C8_LC8
1324,005-025-0022,A953GOT-LBD,Mitsubishi A950GOT HMI,-,7,,Mitsubishi,Brand,Mitsubishi,1,1,Product Type,HMI,1,1,Model,A950GOT,1,1,Location,2013C2_LC4
11867,005-001-0398,Adlink Technologies DIN-100S,Adlink - -,-,5,,Adlink,Brand,Adlink,1,1,Product Type,-,1,1,Model,-,1,1,Location,2013c5_LC3
8531,043-001-0026,Air Products E12-B-N145A CGA,Air Products and Chemicals - Pressure Regulator,-,7,,Air Products and Chemicals,Brand,Air Products and Chemicals,1,1,Product Type,Pressure Regulator,1,1,Model,-,1,1,Location,2013c10_LC3
45223,MFG-000-0001,AK71-2529,- - Brass Torch,-,,,,Brand,-,1,1,Product Type,Brass Torch,1,1,Model,-,1,1,Location,2013C8_LC8
1471,MFG-000-0070,Allen-Bradley 1771-AL I/O Adapter Module,Allen-Bradley 1771AL Module,-,4,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Module,1,1,Model,1771AL,1,1,Location,2013c7
8095,MFG-000-0556,Allen-Bradley 1794-0B16,Allen-Bradley 1794OB16 Module,-,2,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Module,1,1,Model,1794OB16,1,1,Location,2013c8_LC1
6737,MFG-000-0323,Allen-Bradley Input Module 1771-IAD/C,Allen-Bradley 1771IADC Module,-,2,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Module,1,1,Model,1771IADC,1,1,Location,2013c7
11192,MFG-000-0825,Allen-Bradley Input Module 1771-IFE series A (repaired),Allen-Bradley 1771IFE Module,-,3,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Module,1,1,Model,1771IFE,1,1,Location,2013c10_LC3
5614,MFG-000-0271,Appleton Unilet FDC-2-50,Appleton FDC250 UNILET,-,5,,Appleton,Brand,Appleton,1,1,Product Type,UNILET,1,1,Model,FDC250,1,1,Location,2013c7
8506,MFG-000-0594,ASCO Redhat Repair kit 302334VH,ASCO 302334VH Rebuild Kit,-,2,,ASCO,Brand,ASCO,1,1,Product Type,Rebuild Kit,1,1,Model,302334VH,1,1,Location,2013c10_LC1
11193,MFG-000-0826,ASCO Redhat Solenoid Valve 8210G095V,ASCO 8210G095V Valve,-,4,,ASCO,Brand,ASCO,1,1,Product Type,Valve,1,1,Model,8210G095V,1,1,Location,2013c9_LC1
4670,MFG-000-0179,ASCO TriPoint Pressure And Temperature Switch PA20A,ASCO PA20A Switch,-,4,,ASCO,Brand,ASCO,1,1,Product Type,Switch,1,1,Model,PA20A,1,1,Location,2013c4_LC4
22851,002-007-0225,ASCO Valve 8210G34,ASCO 8210G34 Valve,-,4,,ASCO,Brand,ASCO,1,1,Product Type,Valve,1,1,Model,8210G34,1,1,Location,"2013c3_LC3, 2015c5_LC2"
11887,MFG-000-0899,ASK-STAR 0658-216-40,Ask-Star 65821640 Bearings,-,1,,Ask-Star,Brand,Ask-Star,1,1,Product Type,Bearings,1,1,Model,65821640,1,1,Location,2013c5_LC3
8533,044-001-0023,Autogard Clutch 202-RR-3 3C/1,Autogard 202-RR-3 3C/1 Clutch,-,24,,Autogard,Brand,Autogard,1,1,Product Type,Clutch,1,1,Model,202-RR-3 3C/1,1,1,Location,2013c10
5034,019-001-0429,Baldor 460 Volts KNM3454,Baldor KNM3454 Motor,-,18,,Baldor,Brand,Baldor,1,1,Product Type,Motor,1,1,Model,KNM3454,1,1,Location,2013c6
5076,019-001-0540,Baldor Industrial Motor VM3556T,Baldor VM3556T Motor,-,38,,Baldor,Brand,Baldor,1,1,Product Type,Motor,1,1,Model,VM3556T,1,1,Location,2013c6
44220,013-002-0011,"Bando Premium V-Belt 55"" A55X33 1397MM",Bando A55Q 1397MM Belt,-,1,,Bando,Brand,Bando,1,1,Product Type,Belt,1,1,Model,A55Q 1397MM,1,1,Location,2013c4
44124,013-002-0079,Bando V-Belt 4L290,Bando 4L290 Belt,-,1,,Bando,Brand,Bando,1,1,Product Type,Belt,1,1,Model,4L290,1,1,Location,2013C4_LC10
44141,013-002-0022,BANDO V-Belt A-27,Bando A-27 Belt,-,1,,Bando,Brand,Bando,1,1,Product Type,Belt,1,1,Model,A-27,1,1,Location,2013C4_LC10
22700,008-005-0357,Banner Q12AB6FF15Q Photo Sensor,Banner Q12AB6FF15Q Sensor,-,1,,Banner,Brand,Banner,1,1,Product Type,Sensor,1,1,Model,Q12AB6FF15Q,1,1,Location,2013c3_LC2
3806,MFG-000-0144,Barnant Vacuum Pressure Pump 420-1901,#REF!,-,7,,Barnant,Brand,Barnant,1,1,Product Type,Pump,1,1,Model,4201901,1,1,Location,2013c2_LC2
45219,035-012-0110,Bit Holder 677135801,#REF!,-,,,,Brand,,1,1,Product Type,Bit Holder,1,1,Model,677135B01,1,1,Location,2013C8_LC8
45209,036-315-0001,"Blade 6 "" 150Mm DIA X .040TH",- - -,-,,,,Brand,-,1,1,Product Type,-,1,1,Model,-,1,1,Location,2013C8_LC8
44311,MFG-000-2056,Board DFO200281-A0,Yaskawa SVB-01 PCB,-,,,Yaskawa,Brand,Yaskawa,1,1,Product Type,PCB,1,1,Model,SVB-01,1,1,Location,2013C4_LC1
5033,019-001-0839,Bodine Electric Company Motor 42A3PEPM-E4,Bodine Electric 42A3PEPM-E4 Motor,-,15,,Bodine Electric,Brand,Bodine Electric,1,1,Product Type,Motor,1,1,Model,42A3PEPM-E4,1,1,Location,2013c6
11932,MFG-000-0915,Boston Gear Reducer F71515ZTB5,Boston F71515ZTB5 Gear,-,24,,Boston,Brand,Boston,1,1,Product Type,Gear,1,1,Model,F71515ZTB5,1,1,Location,2013C5_LC6
5581,022-001-0085,Breaker IDEC Circuit Protector NRC110L-3AAD,IDEC - Circuit Breaker,-,1,,IDEC,Brand,IDEC,1,1,Product Type,Circuit Breaker,1,1,Model,-,1,1,Location,2013c7_LC1
16910,022-001-0258,Breaker IDEC NRC110L-3AAA,IDEC NRC110L-3AAD Circuit Breaker,-,2,,IDEC,Brand,IDEC,1,1,Product Type,Circuit Breaker,1,1,Model,NRC110L-3AAD,1,1,Location,"2013c7_LC1, 2015c5"
45214,028-001-0046,Browning Sprocket 120E,Browning 120E Sprocket,-,,,Browning,Brand,Browning,1,1,Product Type,Sprocket,1,1,Model,120E,1,1,Location,2013C8_LC8
45166,028-001-0127,Browning Sprocket H80BTB10,Browning H80BTB10 Sprocket,-,,,Browning,Brand,Browning,1,1,Product Type,Sprocket,1,1,Model,H80BTB10,1,1,Location,2013C8_LC7
45147,033-239-0001,Brushes 30156,#REF!,-,,,,Brand,,1,1,Product Type,Brushes,1,1,Model,033-239-0001,1,1,Location,2013C8_LC6
45086,010-001-0166,BUSSMANN Fuse (Dual Element) FRN-R-20,BUSSMANN FRN-R-20 Fuse,-,,,BUSSMANN,Brand,BUSSMANN,1,1,Product Type,Fuse,1,1,Model,FRN-R-20,1,1,Location,2013C8_LC4
45095,022-038-0278,Cable (Pre Wired) GLE-PLUG-M-W-W/6,#REF!,-,,,,Brand,-,1,1,Product Type,Cable,1,1,Model,GLE-PLUG-M-W-W/6,1,1,Location,2013C8_LC4
45104,022-038-0121,Cable 10' 1784-PCM2,Allen-Bradley 1784-PCM2/B Cable,-,,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Cable,1,1,Model,1784-PCM2/B,1,1,Location,2013C8_LC4
45097,022-038-0441,Cable 2090-UXNFBMP-S09,Allen-Bradley 2090-UX Cable,-,,,Allen-Bradley,Brand,Allen-Bradley,1,1,Product Type,Cable,1,1,Model,2090-UX,1,1,Location,2013C8_LC4
45098,022-038-0675,Cable Extent XS2W-D421,Omron XS2W-D421 Cable,-,,,Omron,Brand,Omron,1,1,Product Type,Cable,1,1,Model,XS2W-D421,1,1,Location,2013C8_LC4
44269,042-001-0454,CHICAGO RAWHIDE Oil Seal CR-4710,Chicago Rawhide CR-4710 Oil Seal,-,1,,Chicago Rawhide,Brand,Chicago Rawhide,1,1,Product Type,Oil Seal,1,1,Model,CR-4710,1,1,Location,2013C9_LC7
22730,008-003-0081,CKD APE-FL223143 Pressure Switch,CKD APE-FL223143 Switch,-,3,,CKD,Brand,CKD,1,1,Product Type,Switch,1,1,Model,APE-FL223143,1,1,Location,2013c3_LC3
22833,002-001-0260,CKD CHV2-20 Valve,CKD CHV2-20 Valve,-,1,,CKD,Brand,CKD,1,1,Product Type,Valve,1,1,Model,CHV2-20,1,1,Location,2013c3_LC3
7732,MFG-000-0530,CKD CMK2-00-25-210-FL203788,CKD CMK2-00-25-210-FL203788 Cylinder,-,3,,CKD,Brand,CKD,1,1,Product Type,Cylinder,1,1,Model,CMK2-00-25-210-FL203788,1,1,Location,2013c8_LC2
44209,039-006-0062,CKD Cyl Kit HCA-32K,#REF!,-,,,CKD,Brand,CKD,1,1,Product Type,Seal kit,1,1,Model,HCA-32K,1,1,Location,2013C10_LC4
13500,039-003-1205,CKD Cylinder FCD-L-32-10,CKD FCD-L-32-10 Seal kit,-,3,,CKD,Brand,CKD,1,1,Product Type,Cylinder,1,1,Model,FCD-L-32-10,1,1,Location,2013c8_LC1
44411,039-003-0181,CKD Cylinder HCA-FA-4OB-315 Pneumatic Cylinder,CKD HCA-FA-4OB-315 Cylinder,-,6,,CKD,Brand,CKD,1,1,Product Type,Cylinder,1,1,Model,HCA-FA-4OB-315,1,1,Location,2013c9
22596,008-002-0046,CKD ET3 Auto Switch,CKD ET3 Switch,-,1,,CKD,Brand,CKD,1,1,Product Type,Switch,1,1,Model,ET3,1,1,Location,2013c3_LC1
44298,MFG-000-2047,CKD Gauge,CKD HCA-32k Guage,-,,,CKD,Brand,CKD,1,1,Product Type,Guage,1,1,Model,HCA-32k,1,1,Location,2013C10_LC4
22603,008-002-0125,CKD M3V Auto Switch,CKD M3V Switch,-,1,,CKD,Brand,CKD,1,1,Product Type,Switch,1,1,Model,M3V,1,1,Location,2013c3_LC1
22750,008-002-0109,CKD S2 Sensor,CKD S2 Sensor,-,1,,CKD,Brand,CKD,1,1,Product Type,Sensor,1,1,Model,S2,1,1,Location,2013c3_LC2
